Date,Open,High,Low,Close,Adj Close,Volume
2017-11-24,0.249000,0.250300,0.247900,0.249300,0.249300,17184109
2017-11-27,0.248800,0.249000,0.241700,0.245800,0.245800,37871581
2017-11-28,0.246400,0.247800,0.240200,0.242100,0.242100,36745806
2017-11-29,0.246100,0.256500,0.245300,0.255000,0.255000,124737050
2017-11-30,0.255000,0.258000,0.254000,0.257500,0.257500,77180355
2017-12-01,0.257100,0.261500,0.256500,0.258100,0.258100,65088692
2017-12-04,0.259900,0.260900,0.257000,0.259900,0.259900,44886758
2017-12-05,0.260000,0.267600,0.259100,0.266300,0.266300,111350477
2017-12-06,0.265000,0.265000,0.258000,0.261200,0.261200,71779917
2017-12-07,0.262000,0.264500,0.259000,0.262200,0.262200,45081604
2017-12-08,0.262700,0.265700,0.260200,0.260300,0.260300,55870815
2017-12-11,0.261200,0.262600,0.255500,0.258500,0.258500,50066819
2017-12-12,0.258900,0.260900,0.255800,0.260900,0.260900,40404132
2017-12-13,0.260000,0.263900,0.259200,0.260300,0.260300,47419826
2017-12-14,0.259700,0.261700,0.258800,0.260000,0.260000,42235193
2017-12-15,0.259600,0.263000,0.257600,0.263000,0.263000,68810118
2017-12-18,0.266000,0.267500,0.263300,0.265300,0.265300,47925889
2017-12-19,0.265000,0.270900,0.265000,0.269500,0.269500,87415353
2017-12-20,0.269700,0.271800,0.268300,0.270200,0.270200,58092993
2017-12-21,0.269500,0.270800,0.269000,0.270500,0.270500,30968570
2017-12-22,0.269900,0.271000,0.268000,0.270000,0.270000,55126274
2017-12-27,0.269100,0.270800,0.268600,0.269700,0.269700,47191823
2017-12-28,0.269700,0.273500,0.269600,0.270200,0.270200,42887736
2017-12-29,0.270600,0.272400,0.269700,0.272000,0.272000,40284377
2018-01-02,0.272800,0.281500,0.272800,0.280000,0.280000,81044935
2018-01-03,0.280900,0.292000,0.280900,0.287500,0.287500,120652796
2018-01-04,0.290000,0.299900,0.289300,0.298500,0.298500,123586185
2018-01-05,0.299700,0.301500,0.294000,0.297700,0.297700,89790720
2018-01-08,0.298700,0.300900,0.297700,0.300800,0.300800,77531452
2018-01-09,0.301200,0.309000,0.301000,0.302700,0.302700,77157098
2018-01-10,0.302900,0.305900,0.300300,0.302500,0.302500,55656341
2018-01-11,0.301500,0.303900,0.300300,0.300800,0.300800,47368961
2018-01-12,0.301200,0.303000,0.295100,0.295900,0.295900,56106384
2018-01-15,0.297000,0.298500,0.290000,0.291000,0.291000,36824250
2018-01-16,0.291100,0.296800,0.288900,0.289100,0.289100,57605615
2018-01-17,0.289100,0.292900,0.289100,0.292400,0.292400,41560185
2018-01-18,0.293900,0.304800,0.291800,0.303400,0.303400,75376077
2018-01-19,0.302500,0.306500,0.299300,0.304500,0.304500,55157789
2018-01-22,0.305800,0.320000,0.305600,0.319900,0.319900,97728308
2018-01-23,0.323300,0.333900,0.323300,0.333900,0.333900,129243125
2018-01-24,0.332800,0.333200,0.324200,0.326500,0.326500,83971381
2018-01-25,0.325900,0.331500,0.324600,0.329200,0.329200,64023762
2018-01-26,0.330000,0.333500,0.329600,0.332400,0.332400,47538318
2018-01-29,0.333500,0.336000,0.326100,0.329500,0.329500,59625193
2018-01-30,0.329100,0.329500,0.320100,0.324500,0.324500,50354460
2018-01-31,0.324500,0.328100,0.322100,0.322100,0.322100,41627821
2018-02-01,0.322000,0.324200,0.310200,0.310200,0.310200,76323358
2018-02-02,0.310200,0.311000,0.300400,0.304200,0.304200,60289002
2018-02-05,0.300000,0.301000,0.293000,0.298700,0.298700,58448925
2018-02-06,0.290000,0.298700,0.282000,0.292500,0.292500,84990835
2018-02-07,0.299500,0.306700,0.299000,0.305000,0.305000,54525399
2018-02-08,0.305600,0.306500,0.297100,0.298800,0.298800,53925793
2018-02-09,0.293900,0.295000,0.287000,0.289400,0.289400,71875626
2018-02-12,0.295100,0.301100,0.293000,0.296300,0.296300,50922166
2018-02-13,0.297000,0.299200,0.292900,0.294800,0.294800,29069080
2018-02-14,0.297400,0.305400,0.295100,0.304800,0.304800,51591987
2018-02-15,0.313000,0.328000,0.306000,0.309500,0.309500,128940577
2018-02-16,0.313800,0.316000,0.301000,0.305400,0.305400,57414507
2018-02-19,0.306700,0.307800,0.294000,0.294500,0.294500,46310799
2018-02-20,0.294500,0.296700,0.288800,0.293600,0.293600,43380056
2018-02-21,0.292200,0.298500,0.289100,0.295500,0.295500,31232462
2018-02-22,0.293500,0.294300,0.289300,0.289500,0.289500,36719638
2018-02-23,0.289500,0.291300,0.284200,0.286100,0.286100,34742173
2018-02-26,0.288000,0.292900,0.285100,0.285900,0.285900,37532337
2018-02-27,0.287000,0.292500,0.281100,0.291500,0.291500,45373920
2018-02-28,0.288000,0.296800,0.285100,0.295000,0.295000,55231356
2018-03-01,0.294000,0.298700,0.285600,0.298700,0.298700,84341556
2018-03-02,0.298600,0.312100,0.291200,0.312100,0.312100,352246274
2018-03-05,0.306000,0.317500,0.296700,0.302000,0.302000,148088191
2018-03-06,0.303900,0.306200,0.294000,0.295400,0.295400,68277782
2018-03-07,0.293000,0.294800,0.286500,0.291000,0.291000,69607797
2018-03-08,0.293300,0.297400,0.288000,0.292500,0.292500,52027871
2018-03-09,0.294200,0.295000,0.288200,0.289200,0.289200,36796069
2018-03-12,0.292000,0.293800,0.284600,0.285100,0.285100,48418507
2018-03-13,0.286900,0.294900,0.286300,0.291000,0.291000,70015878
2018-03-14,0.291000,0.293600,0.285000,0.286100,0.286100,53909418
2018-03-15,0.287300,0.289400,0.283200,0.285800,0.285800,57741101
2018-03-16,0.286700,0.287200,0.270200,0.278200,0.278200,125493748
2018-03-19,0.279000,0.284000,0.275600,0.280000,0.280000,45148238
2018-03-20,0.282000,0.282000,0.278100,0.280700,0.280700,27039076
2018-03-21,0.281200,0.281200,0.277100,0.279800,0.279800,33350558
2018-03-22,0.277400,0.280700,0.270800,0.276700,0.276700,57225432
2018-03-23,0.271100,0.277600,0.268200,0.275400,0.275400,58805028
2018-03-26,0.277400,0.278600,0.271700,0.274100,0.274100,35946622
2018-03-27,0.277500,0.279700,0.275000,0.276200,0.276200,29776559
2018-03-28,0.274000,0.274000,0.267700,0.268700,0.268700,46710116
2018-03-29,0.268300,0.274900,0.268300,0.272000,0.272000,35606544
2018-04-03,0.270000,0.270400,0.264400,0.266000,0.266000,41194481
2018-04-04,0.265000,0.266400,0.259900,0.263400,0.263400,53340634
2018-04-05,0.267100,0.276900,0.267100,0.276900,0.276900,51706825
2018-04-06,0.275000,0.276700,0.270400,0.270800,0.270800,40613055
2018-04-09,0.274100,0.275700,0.272200,0.272600,0.272600,24264969
2018-04-10,0.274400,0.276500,0.272800,0.275500,0.275500,26925816
2018-04-11,0.275000,0.277000,0.272900,0.273300,0.273300,27849802
2018-04-12,0.273100,0.283700,0.273100,0.281600,0.281600,49860922
2018-04-13,0.280500,0.284800,0.279100,0.280000,0.280000,34661288
2018-04-16,0.281500,0.283400,0.278700,0.281100,0.281100,34320481
2018-04-17,0.282800,0.283000,0.279400,0.280800,0.280800,20851171
2018-04-18,0.280800,0.284300,0.280600,0.283300,0.283300,29170014
2018-04-19,0.283000,0.285500,0.280000,0.285400,0.285400,34519602
2018-04-20,0.284000,0.288800,0.282800,0.288800,0.288800,32500361
2018-04-23,0.288900,0.290900,0.285600,0.290900,0.290900,33612321
2018-04-24,0.290000,0.294100,0.288600,0.291800,0.291800,40108502
2018-04-25,0.290800,0.291700,0.285300,0.288500,0.288500,30497684
2018-04-26,0.288100,0.289300,0.279500,0.279500,0.279500,40035281
2018-04-27,0.280600,0.284200,0.280400,0.281800,0.281800,20406700
